source,run,source_functions,source_classes,validation_passed,validation_issues,generated_lines,run1_passed,run1_duration_seconds,healer_applied,final_passed,final_duration_seconds,report_file,test_file
target_code.py,1,9,0,False,1,5,True,0.969,False,True,0.969,reports/prototype_experiments/prototype_run_target_code_1.json,tests/experiments/generated_tests_target_code_run_1.py
